Spalte1,type,sub-type,country,region,units,co2e,source,source link,note,info
648,District heating,,France,Ile-de-France/ La Courneuve,kgCO2e/kWh,0.211,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
649,District heating,,France,Ile-de-France/ La Courneuve,kgCO2e/kWh,0.163,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
650,District heating,,France,Ile-de-France/ Le Blanc-Mesnil,kgCO2e/kWh,0.218,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
651,District heating,,France,Ile-de-France/ Le Bourget,kgCO2e/kWh,0.226,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
652,District heating,,France,Ile-de-France/ Neuilly-sur-Marne,kgCO2e/kWh,0.065,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
653,District heating,,France,Ile-de-France/ Saint-Denis,kgCO2e/kWh,0.233,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
654,District heating,,France,Ile-de-France/ Saint-Denis,kgCO2e/kWh,0.183,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
655,District heating,,France,Ile-de-France/ Saint-Ouen,kgCO2e/kWh,0.061,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
656,District heating,,France,Ile-de-France/ Sevran,kgCO2e/kWh,0.074,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
657,District heating,,France,Ile-de-France/ Sevran,kgCO2e/kWh,0.231,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
658,District heating,,France,Ile-de-France/ Tremblay-en-France,kgCO2e/kWh,0.08,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
659,District heating,,France,Ile-de-France/ Villepinte,kgCO2e/kWh,0.054,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
660,District heating,,France,Ile-de-France/ Alfortville,kgCO2e/kWh,0.048,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
661,District heating,,France,Ile-de-France/ Arcueil,kgCO2e/kWh,0.107,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
662,District heating,,France,Ile-de-France/ Bonneuil-sur-Marne,kgCO2e/kWh,0.052,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
663,District heating,,France,Ile-de-France/ Cachan,kgCO2e/kWh,0.151,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
664,District heating,,France,Ile-de-France/ Champigny-sur-Marne,kgCO2e/kWh,0.066,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
665,District heating,,France,Ile-de-France/ Chevilly-Larue,kgCO2e/kWh,0.093,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
666,District heating,,France,Ile-de-France/ Créteil,kgCO2e/kWh,0.072,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
667,District heating,,France,Ile-de-France/ Fontenay-sous-Bois,kgCO2e/kWh,0.18,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
668,District heating,,France,Ile-de-France/ Fresnes,kgCO2e/kWh,0.095,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
669,District heating,,France,Ile-de-France/ Ivry-sur-Seine,kgCO2e/kWh,0.232,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
670,District heating,,France,Ile-de-France/ Limeil-Brévannes,kgCO2e/kWh,0.072,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
671,District heating,,France,Ile-de-France/ Maison-Alfort,kgCO2e/kWh,0.091,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
672,District heating,,France,Ile-de-France/ Orly,kgCO2e/kWh,0.096,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
673,District heating,,France,Ile-de-France/ Orly,kgCO2e/kWh,0.065,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
674,District heating,,France,Ile-de-France/ Rungis,kgCO2e/kWh,1.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
675,District heating,,France,Ile-de-France/ Sucy-en-Brie,kgCO2e/kWh,0.045,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
676,District heating,,France,Ile-de-France/ Thiais,kgCO2e/kWh,0.128,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
677,District heating,,France,Ile-de-France/ Villeneuve-Saint-Georges,kgCO2e/kWh,0.087,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
678,District heating,,France,Ile-de-France/ Vitry-sur-Seine,kgCO2e/kWh,0.157,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
679,District heating,,France,Ile-de-France/ Argenteuil,kgCO2e/kWh,0.1,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
680,District heating,,France,Ile-de-France/ Cergy Pontoise,kgCO2e/kWh,0.166,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
681,District heating,,France,Ile-de-France/ Franconville,kgCO2e/kWh,0.231,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
682,District heating,,France,Ile-de-France/ Franconville,kgCO2e/kWh,0.163,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
683,District heating,,France,Ile-de-France/ Franconville,kgCO2e/kWh,0.088,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
684,District heating,,France,Ile-de-France/ Garges-Les-Gonesse,kgCO2e/kWh,0.18,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
685,District heating,,France,Ile-de-France/ Pontoise,kgCO2e/kWh,0.197,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
686,District heating,,France,Ile-de-France/ Roissy,kgCO2e/kWh,0.191,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
687,District heating,,France,Ile-de-France/ Sarcelles,kgCO2e/kWh,0.053,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
688,District heating,,France,Ile-de-France/ Taverny,kgCO2e/kWh,0.242,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
689,District heating,,France,Ile-de-France/ Villiers-le-Bel,kgCO2e/kWh,0.105,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
690,District heating,,France,Midi-Pyrénées/ Toulouse,kgCO2e/kWh,1.00E-02,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
691,District heating,,France,Aquitaine/ Bordeaux,kgCO2e/kWh,9.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
692,District heating,,France,Aquitaine/ Le Barp,kgCO2e/kWh,0.012,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
693,District heating,,France,Languedoc-Roussillon/ Montpellier,kgCO2e/kWh,0.012,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
694,District heating,,France,Languedoc-Roussillon/ Montpellier,kgCO2e/kWh,0.093,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
695,District heating,,France,Languedoc-Roussillon/ Montpellier,kgCO2e/kWh,0.012,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
696,District heating,,France,Languedoc-Roussillon/ Montpellier,kgCO2e/kWh,0.015,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
697,District heating,,France,Rhône-Alpes/ Grenoble,kgCO2e/kWh,0.013,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
698,District heating,,France,Rhône-Alpes/ Saint Etienne,kgCO2e/kWh,0.013,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
699,District heating,,France,Lorraine/ Metz,kgCO2e/kWh,0.012,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
700,District heating,,France,Rhône-Alpes/ Lyon-Villeurbanne,kgCO2e/kWh,0.011,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
701,District heating,,France,Ile-de-France/ Paris,kgCO2e/kWh,7.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
702,District heating,,France,Ile-de-France/ Boulogne-Billancourt,kgCO2e/kWh,0.013,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
703,District heating,,France,Ile-de-France/ Courbevoie,kgCO2e/kWh,0.011,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
704,District heating,,France,Ile-de-France/ Courbevoie,kgCO2e/kWh,0.011,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
705,District heating,,France,Ile-de-France/ Levallois-Perret,kgCO2e/kWh,0.018,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
706,District heating,,France,Ile-de-France/ Le Bourget,kgCO2e/kWh,0.033,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
707,District heating,,France,Ile-de-France/ Saint-Denis,kgCO2e/kWh,9.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
708,District heating,,France,Ile-de-France/ Orly,kgCO2e/kWh,7.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
709,District heating,,France,Ile-de-France/ Roissy,kgCO2e/kWh,8.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
